algorithm,instance,instance_index,seed,iteration,elapsed,step_runtime,operator_type,operator_name,objective_before,objective_after,delta_objective,accepted,repair_failed,used_exploration
ALNS-B,Example6,6,1,88,118.617,0.906,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,89,119.264,0.646,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,89,119.264,0.646,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,90,119.849,0.585,destroy,destroy_worst_workers_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,90,119.849,0.585,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,91,120.572,0.723,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,91,120.572,0.723,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,92,121.11,0.538,destroy,destroy_worst_days_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,92,121.11,0.538,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,93,127.54,6.43,destroy,destroy_streak_around_worst_worker,4.0,6.0,2.0,False,False,False
ALNS-B,Example6,6,1,93,127.54,6.43,repair,repair_chuffed_fast,4.0,6.0,2.0,False,False,False
ALNS-B,Example6,6,1,94,128.125,0.585,destroy,destroy_all_forbidden_sequences,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,94,128.125,0.585,repair,repair_gecode_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,95,128.885,0.76,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,95,128.885,0.76,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,96,129.363,0.478,destroy,destroy_max_border_shift_2,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,96,129.363,0.478,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,97,129.929,0.566,destroy,destroy_worst_workers_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,97,129.929,0.566,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,98,130.435,0.506,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,98,130.435,0.506,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,99,130.992,0.558,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,99,130.992,0.558,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,100,131.617,0.625,destroy,destroy_worst_workers_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,100,131.617,0.625,repair,repair_gecode_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,101,132.187,0.569,destroy,destroy_worst_days_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,101,132.187,0.569,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,102,132.766,0.579,destroy,destroy_worst_workers_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,102,132.766,0.579,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,103,133.499,0.733,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,103,133.499,0.733,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,104,135.733,2.234,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,104,135.733,2.234,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,105,136.225,0.492,destroy,destroy_all_forbidden_sequences,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,105,136.225,0.492,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,106,137.302,1.077,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,106,137.302,1.077,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,107,137.78,0.478,destroy,destroy_max_border_shift_2,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,107,137.78,0.478,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,108,138.293,0.513,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,108,138.293,0.513,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,109,138.929,0.636,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,109,138.929,0.636,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,110,139.467,0.539,destroy,destroy_all_forbidden_sequences,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,110,139.467,0.539,repair,repair_gecode_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,111,140.033,0.566,destroy,destroy_worst_days_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,111,140.033,0.566,repair,repair_gecode_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,112,140.525,0.492,destroy,destroy_all_forbidden_sequences,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,112,140.525,0.492,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,113,169.297,28.772,destroy,destroy_streak_around_worst_worker,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,113,169.297,28.772,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,114,169.81,0.513,destroy,destroy_all_forbidden_sequences,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,114,169.81,0.513,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,115,170.284,0.474,destroy,destroy_max_border_off,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,115,170.284,0.474,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,116,176.718,6.434,destroy,destroy_streak_around_worst_worker,4.0,9.0,5.0,False,False,False
ALNS-B,Example6,6,1,116,176.718,6.434,repair,repair_chuffed_fast,4.0,9.0,5.0,False,False,False
ALNS-B,Example6,6,1,117,177.186,0.468,destroy,destroy_max_border_shift_3,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,117,177.186,0.468,repair,repair_chuffed_long,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,118,177.749,0.563,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,118,177.749,0.563,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,119,179.198,1.449,destroy,destroy_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,119,179.198,1.449,repair,repair_exploration,4.0,4.0,0.0,False,False,True
ALNS-B,Example6,6,1,120,179.767,0.568,destroy,destroy_worst_days_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,120,179.767,0.568,repair,repair_gecode_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,121,180.325,0.559,destroy,destroy_worst_workers_10pct,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,1,121,180.325,0.559,repair,repair_chuffed_fast,4.0,4.0,0.0,False,False,False
ALNS-B,Example6,6,2,1,0.816,0.816,destroy,destroy_worst_workers_10pct,inf,23.0,nan,True,False,False
ALNS-B,Example6,6,2,1,0.816,0.816,repair,repair_gecode_long,inf,23.0,nan,True,False,False
ALNS-B,Example6,6,2,2,4.437,3.621,destroy,destroy_all_forbidden_sequences,23.0,32.0,9.0,False,False,False
ALNS-B,Example6,6,2,2,4.437,3.621,repair,repair_chuffed_fast,23.0,32.0,9.0,False,False,False
ALNS-B,Example6,6,2,3,4.921,0.483,destroy,destroy_max_border_work,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,3,4.921,0.483,repair,repair_chuffed_long,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,4,8.371,3.45,destroy,destroy_all_forbidden_sequences,23.0,35.0,12.0,False,False,False
ALNS-B,Example6,6,2,4,8.371,3.45,repair,repair_chuffed_fast,23.0,35.0,12.0,False,False,False
ALNS-B,Example6,6,2,5,11.905,3.534,destroy,destroy_worst_days_30pct,23.0,27.0,4.0,False,False,False
ALNS-B,Example6,6,2,5,11.905,3.534,repair,repair_gecode_fast,23.0,27.0,4.0,False,False,False
ALNS-B,Example6,6,2,6,12.373,0.468,destroy,destroy_max_border_shift_2,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,6,12.373,0.468,repair,repair_chuffed_long,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,7,12.889,0.516,destroy,destroy_max_border_off,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,7,12.889,0.516,repair,repair_gecode_fast,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,8,13.36,0.471,destroy,destroy_max_border_shift_2,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,8,13.36,0.471,repair,repair_chuffed_fast,23.0,23.0,0.0,True,False,False
ALNS-B,Example6,6,2,9,14.369,1.008,destroy,destroy_streak_around_worst_worker,23.0,20.0,-3.0,True,False,False
ALNS-B,Example6,6,2,9,14.369,1.008,repair,repair_gecode_long,23.0,20.0,-3.0,True,False,False
ALNS-B,Example6,6,2,10,15.318,0.949,destroy,destroy_random_workers_20pct,20.0,12.0,-8.0,True,False,False
ALNS-B,Example6,6,2,10,15.318,0.949,repair,repair_gecode_fast,20.0,12.0,-8.0,True,False,False
ALNS-B,Example6,6,2,11,15.789,0.471,destroy,destroy_max_border_shift_2,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,11,15.789,0.471,repair,repair_chuffed_fast,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,12,16.263,0.473,destroy,destroy_max_border_shift_3,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,12,16.263,0.473,repair,repair_chuffed_fast,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,13,16.835,0.573,destroy,destroy_worst_workers_10pct,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,13,16.835,0.573,repair,repair_gecode_fast,12.0,12.0,0.0,False,False,False
ALNS-B,Example6,6,2,14,17.657,0.822,destroy,destroy_all_forbidden_sequences,12.0,10.0,-2.0,True,False,False
ALNS-B,Example6,6,2,14,17.657,0.822,repair,repair_chuffed_fast,12.0,10.0,-2.0,True,False,False
ALNS-B,Example6,6,2,15,18.945,1.288,destroy,destroy_streak_around_worst_worker,10.0,7.0,-3.0,True,False,False
ALNS-B,Example6,6,2,15,18.945,1.288,repair,repair_chuffed_fast,10.0,7.0,-3.0,True,False,False
ALNS-B,Example6,6,2,16,19.656,0.711,destroy,destroy_streak_around_worst_worker,7.0,6.0,-1.0,True,False,False
ALNS-B,Example6,6,2,16,19.656,0.711,repair,repair_gecode_fast,7.0,6.0,-1.0,True,False,False
ALNS-B,Example6,6,2,17,21.251,1.595,destroy,destroy_streak_around_worst_worker,6.0,4.0,-2.0,True,False,False
ALNS-B,Example6,6,2,17,21.251,1.595,repair,repair_gecode_fast,6.0,4.0,-2.0,True,False,False
ALNS-B,Example6,6,2,18,22.737,1.486,destroy,destroy_streak_around_worst_worker,4.0,2.0,-2.0,True,False,False
ALNS-B,Example6,6,2,18,22.737,1.486,repair,repair_chuffed_fast,4.0,2.0,-2.0,True,False,False
ALNS-B,Example6,6,2,19,23.257,0.52,destroy,destroy_max_border_shift_1,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,19,23.257,0.52,repair,repair_gecode_long,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,20,23.848,0.591,destroy,destroy_worst_days_10pct,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,20,23.848,0.591,repair,repair_gecode_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,21,30.289,6.441,destroy,destroy_streak_around_worst_worker,2.0,15.0,13.0,False,False,False
ALNS-B,Example6,6,2,21,30.289,6.441,repair,repair_chuffed_fast,2.0,15.0,13.0,False,False,False
ALNS-B,Example6,6,2,22,30.778,0.488,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,22,30.778,0.488,repair,repair_chuffed_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,23,31.311,0.533,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,23,31.311,0.533,repair,repair_gecode_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,24,31.807,0.496,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,24,31.807,0.496,repair,repair_chuffed_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,25,32.344,0.538,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,25,32.344,0.538,repair,repair_gecode_long,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,26,32.862,0.518,destroy,destroy_max_border_shift_1,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,26,32.862,0.518,repair,repair_gecode_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,27,33.41,0.548,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,27,33.41,0.548,repair,repair_gecode_long,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,28,33.943,0.534,destroy,destroy_all_forbidden_sequences,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,28,33.943,0.534,repair,repair_gecode_fast,2.0,2.0,0.0,False,False,False
ALNS-B,Example6,6,2,29,34.458,0.515,destroy,destroy_exploration,2.0,2.0,0.0,False,False,True
ALNS-B,Example6,6,2,29,34.458,0.515,repair,repair_exploration,2.0,2.0,0.0,False,False,True
ALNS-B,Example6,6,2,30,35.071,0.613,destroy,destroy_exploration,2.0,1.0,-1.0,True,False,True
ALNS-B,Example6,6,2,30,35.071,0.613,repair,repair_exploration,2.0,1.0,-1.0,True,False,True
ALNS-B,Example6,6,2,31,35.669,0.598,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,31,35.669,0.598,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,32,36.23,0.561,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,32,36.23,0.561,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,33,42.413,6.183,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,33,42.413,6.183,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,34,42.93,0.516,destroy,destroy_max_border_shift_3,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,34,42.93,0.516,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,35,43.449,0.52,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,35,43.449,0.52,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,36,44.102,0.652,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,36,44.102,0.652,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,37,44.746,0.644,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,37,44.746,0.644,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,38,45.221,0.475,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,38,45.221,0.475,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,39,46.463,1.242,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,39,46.463,1.242,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,40,47.045,0.582,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,40,47.045,0.582,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,41,47.647,0.602,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,41,47.647,0.602,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,42,48.39,0.743,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,42,48.39,0.743,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,43,48.997,0.607,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,43,48.997,0.607,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,44,49.481,0.485,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,44,49.481,0.485,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,45,50.193,0.712,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,45,50.193,0.712,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,46,56.616,6.423,destroy,destroy_streak_around_worst_worker,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,46,56.616,6.423,repair,repair_gecode_fast,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,47,57.199,0.583,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,47,57.199,0.583,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,48,63.621,6.422,destroy,destroy_streak_around_worst_worker,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,48,63.621,6.422,repair,repair_gecode_fast,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,49,64.2,0.579,destroy,destroy_worst_workers_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,49,64.2,0.579,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,50,64.686,0.486,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,50,64.686,0.486,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,51,65.246,0.559,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,51,65.246,0.559,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,52,65.835,0.589,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,52,65.835,0.589,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,53,66.398,0.563,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,53,66.398,0.563,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,54,66.987,0.588,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,54,66.987,0.588,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,55,67.516,0.53,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,55,67.516,0.53,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,56,68.089,0.573,destroy,destroy_worst_workers_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,56,68.089,0.573,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,57,68.683,0.594,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,57,68.683,0.594,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,58,69.196,0.513,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,58,69.196,0.513,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,59,69.737,0.541,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,59,69.737,0.541,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,60,70.208,0.471,destroy,destroy_max_border_shift_1,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,60,70.208,0.471,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,61,70.872,0.663,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,61,70.872,0.663,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,62,71.394,0.523,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,62,71.394,0.523,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,63,77.857,6.462,destroy,destroy_streak_around_worst_worker,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,63,77.857,6.462,repair,repair_chuffed_fast,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,64,78.415,0.559,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,64,78.415,0.559,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,65,78.979,0.564,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,65,78.979,0.564,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,66,79.495,0.516,destroy,destroy_max_border_shift_2,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,66,79.495,0.516,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,67,79.961,0.466,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,67,79.961,0.466,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,68,80.44,0.479,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,68,80.44,0.479,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,69,81.021,0.581,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,69,81.021,0.581,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,70,81.584,0.563,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,70,81.584,0.563,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,71,82.121,0.537,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,71,82.121,0.537,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,72,82.743,0.621,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,72,82.743,0.621,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,73,83.294,0.551,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,73,83.294,0.551,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,74,89.732,6.438,destroy,destroy_streak_around_worst_worker,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,74,89.732,6.438,repair,repair_chuffed_fast,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,75,90.31,0.578,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,75,90.31,0.578,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,76,91.017,0.707,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,76,91.017,0.707,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,77,91.566,0.548,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,77,91.566,0.548,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,78,97.986,6.421,destroy,destroy_streak_around_worst_worker,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,78,97.986,6.421,repair,repair_gecode_fast,1.0,11.0,10.0,False,False,False
ALNS-B,Example6,6,2,79,110.155,12.169,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,79,110.155,12.169,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,80,110.629,0.474,destroy,destroy_all_forbidden_sequences,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,80,110.629,0.474,repair,repair_chuffed_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,81,111.191,0.562,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,81,111.191,0.562,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,82,111.968,0.777,destroy,destroy_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,82,111.968,0.777,repair,repair_exploration,1.0,1.0,0.0,False,False,True
ALNS-B,Example6,6,2,83,112.546,0.579,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,83,112.546,0.579,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,84,113.832,1.286,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,84,113.832,1.286,repair,repair_chuffed_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,85,115.499,1.666,destroy,destroy_streak_around_worst_worker,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,85,115.499,1.666,repair,repair_gecode_fast,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,86,116.152,0.653,destroy,destroy_max_border_off,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,86,116.152,0.653,repair,repair_gecode_long,1.0,1.0,0.0,False,False,False
ALNS-B,Example6,6,2,87,117.16,1.009,destroy,destroy_worst_days_10pct,1.0,1.0,0.0,False,False,False
